scenario_id,grid_elec_import_Wh,grid_elec_export_Wh,electricity_demand_baseload_Wh,ev_charging_demand_Wh,electricity_demand_heatpump_Wh,solar_pv_generation_Wh,battery_charging_demand_Wh,battery_generation_Wh,gas_demand_Wh,grid_elec_import_cost,electricity_export_income,gas_import_cost,vehicle_id,vehicle_name,vehicle_type,vehicle_fuel_type,vehicle_miles_per_gallon,vehicle_cost,vehicle_currency,vehicle_wh_per_mile,vehicle_max_charge_rate_watts,vehicle_battery_capacity_Wh,battery_storage_id,battery_storage_name,battery_storage_capacity_Wh,battery_storage_charging_efficiency,battery_storage_cost,battery_storage_currency,battery_storage_max_discharge_rate_watts,battery_storage_max_charge_rate_watts,heating_system_id,heating_system_name,heating_system_type,heating_system_fuel_type,heating_system_efficiency,heating_system_cost,heating_system_currency,heating_system_max_power_watts,solar_pv_id,solar_pv_name,solar_pv_conversion_efficiency,solar_pv_system_size_Wp,solar_pv_cost,solar_pv_currency,ev_charger_id,ev_charger_name,ev_charger_max_charge_rate_watts,ev_charger_efficiency,ev_charger_cost,ev_charger_currency,tariff_id,tariff_name,tariff_requires_smart_meter,electricity_standing_charge_daily,gas_standing_charge_daily,location_id,location_name,annual_electricity_consumption_kWh,annual_gas_consumption_kWh,daily_miles_driven,profile_id,electricity_profile_multiplier,electricity_demand_ev_daily_Wh,vehicle_litres_fuel_annual
3844,929253.1022228542,822899.5422228543,1800000.0,2287500.0,0.0,3981146.44,2347219.7108108997,2347219.7108108997,12000000.000000002,315.94605475577043,45.25947482225699,1236.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,1800,12000,25,0,4.931506849315069,6250.0,0.0
3845,2752685.897111472,360332.3371114723,1800000.0,4573500.0,0.0,3981146.44,2809786.915922282,2809786.915922282,12000000.000000002,935.9132050179005,19.81827854113098,1236.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,1800,12000,50,0,4.931506849315069,12500.0,0.0
3846,5033935.897111473,360332.3371114723,1800000.0,6854750.0,0.0,3981146.44,2809786.915922282,2809786.915922282,12000000.000000002,1711.5382050179007,19.81827854113098,1236.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,1800,12000,75,0,4.931506849315069,18750.0,0.0
3847,7299917.367039078,345063.8070390784,1800000.0,9136000.0,0.0,3981146.44,2798121.534936584,2798121.534936584,12000000.000000002,2481.9719047932867,18.978509387149312,1236.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,1800,12000,100,0,4.931506849315069,25000.0,0.0
3848,929253.1022228542,822899.5422228543,1800000.0,2287500.0,0.0,3981146.44,2347219.7108108997,2347219.7108108997,18000000.0,315.94605475577043,45.25947482225699,1854.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,1800,18000,25,0,4.931506849315069,6250.0,0.0
3849,2752685.897111472,360332.3371114723,1800000.0,4573500.0,0.0,3981146.44,2809786.915922282,2809786.915922282,18000000.0,935.9132050179005,19.81827854113098,1854.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,1800,18000,50,0,4.931506849315069,12500.0,0.0
3850,5033935.897111473,360332.3371114723,1800000.0,6854750.0,0.0,3981146.44,2809786.915922282,2809786.915922282,18000000.0,1711.5382050179007,19.81827854113098,1854.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,1800,18000,75,0,4.931506849315069,18750.0,0.0
3851,7299917.367039078,345063.8070390784,1800000.0,9136000.0,0.0,3981146.44,2798121.534936584,2798121.534936584,18000000.0,2481.9719047932867,18.978509387149312,1854.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,1800,18000,100,0,4.931506849315069,25000.0,0.0
3852,1164405.8874809823,658052.327480982,2200000.0,2287500.0,0.0,3981146.44,2357241.7098303633,2357241.709830363,8000000.000000001,395.898001743534,36.19287801145401,824.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2200,8000,25,0,6.027397260273973,6250.0,0.0
3853,3103851.1416861354,311497.5816861352,2200000.0,4573500.0,0.0,3981146.44,2703796.45562521,2703796.45562521,8000000.000000001,1055.3093881732862,17.13236699273744,824.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2200,8000,50,0,6.027397260273973,12500.0,0.0
3854,5385101.141686135,311497.5816861352,2200000.0,6854750.0,0.0,3981146.44,2703796.45562521,2703796.45562521,8000000.000000001,1830.9343881732862,17.13236699273744,824.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2200,8000,75,0,6.027397260273973,18750.0,0.0
3855,7653676.063481723,298822.50348172296,2200000.0,9136000.0,0.0,3981146.44,2693539.7858994263,2693539.7858994263,8000000.000000001,2602.249861583786,16.435237691494763,824.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2200,8000,100,0,6.027397260273973,25000.0,0.0
3856,1164405.8874809823,658052.327480982,2200000.0,2287500.0,0.0,3981146.44,2357241.7098303633,2357241.709830363,12000000.000000002,395.898001743534,36.19287801145401,1236.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2200,12000,25,0,6.027397260273973,6250.0,0.0
3857,3103851.1416861354,311497.5816861352,2200000.0,4573500.0,0.0,3981146.44,2703796.45562521,2703796.45562521,12000000.000000002,1055.3093881732862,17.13236699273744,1236.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2200,12000,50,0,6.027397260273973,12500.0,0.0
3858,5385101.141686135,311497.5816861352,2200000.0,6854750.0,0.0,3981146.44,2703796.45562521,2703796.45562521,12000000.000000002,1830.9343881732862,17.13236699273744,1236.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2200,12000,75,0,6.027397260273973,18750.0,0.0
3859,7653676.063481723,298822.50348172296,2200000.0,9136000.0,0.0,3981146.44,2693539.7858994263,2693539.7858994263,12000000.000000002,2602.249861583786,16.435237691494763,1236.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2200,12000,100,0,6.027397260273973,25000.0,0.0
3860,1164405.8874809823,658052.327480982,2200000.0,2287500.0,0.0,3981146.44,2357241.7098303633,2357241.709830363,18000000.0,395.898001743534,36.19287801145401,1854.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2200,18000,25,0,6.027397260273973,6250.0,0.0
3861,3103851.1416861354,311497.5816861352,2200000.0,4573500.0,0.0,3981146.44,2703796.45562521,2703796.45562521,18000000.0,1055.3093881732862,17.13236699273744,1854.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2200,18000,50,0,6.027397260273973,12500.0,0.0
3862,5385101.141686135,311497.5816861352,2200000.0,6854750.0,0.0,3981146.44,2703796.45562521,2703796.45562521,18000000.0,1830.9343881732862,17.13236699273744,1854.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2200,18000,75,0,6.027397260273973,18750.0,0.0
3863,7653676.063481723,298822.50348172296,2200000.0,9136000.0,0.0,3981146.44,2693539.7858994263,2693539.7858994263,18000000.0,2602.249861583786,16.435237691494763,1854.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2200,18000,100,0,6.027397260273973,25000.0,0.0
3864,1637976.5961510884,431623.03615108866,2900000.0,2287500.0,0.0,3981146.44,2329039.7120798826,2329039.7120798826,8000000.000000001,556.9120426913701,23.739266988309875,824.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2900,8000,25,0,7.945205479452055,6250.0,0.0
3865,3730503.706620916,238150.146620916,2900000.0,4573500.0,0.0,3981146.44,2522512.601610055,2522512.601610055,8000000.000000001,1268.3712602511114,13.098258064150379,824.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2900,8000,50,0,7.945205479452055,12500.0,0.0
3866,6011753.706620916,238150.146620916,2900000.0,6854750.0,0.0,3981146.44,2522512.601610055,2522512.601610055,8000000.000000001,2043.9962602511114,13.098258064150379,824.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2900,8000,75,0,7.945205479452055,18750.0,0.0
3867,8285242.714963771,230389.15496377205,2900000.0,9136000.0,0.0,3981146.44,2513080.182746752,2513080.1827467526,8000000.000000001,2816.9825230876827,12.671403523007463,824.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2900,8000,100,0,7.945205479452055,25000.0,0.0
3868,1637976.5961510884,431623.03615108866,2900000.0,2287500.0,0.0,3981146.44,2329039.7120798826,2329039.7120798826,12000000.000000002,556.9120426913701,23.739266988309875,1236.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2900,12000,25,0,7.945205479452055,6250.0,0.0
3869,3730503.706620916,238150.146620916,2900000.0,4573500.0,0.0,3981146.44,2522512.601610055,2522512.601610055,12000000.000000002,1268.3712602511114,13.098258064150379,1236.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2900,12000,50,0,7.945205479452055,12500.0,0.0
3870,6011753.706620916,238150.146620916,2900000.0,6854750.0,0.0,3981146.44,2522512.601610055,2522512.601610055,12000000.000000002,2043.9962602511114,13.098258064150379,1236.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2900,12000,75,0,7.945205479452055,18750.0,0.0
3871,8285242.714963771,230389.15496377205,2900000.0,9136000.0,0.0,3981146.44,2513080.182746752,2513080.1827467526,12000000.000000002,2816.9825230876827,12.671403523007463,1236.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2900,12000,100,0,7.945205479452055,25000.0,0.0
3872,1637976.5961510884,431623.03615108866,2900000.0,2287500.0,0.0,3981146.44,2329039.7120798826,2329039.7120798826,18000000.0,556.9120426913701,23.739266988309875,1854.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2900,18000,25,0,7.945205479452055,6250.0,0.0
3873,3730503.706620916,238150.146620916,2900000.0,4573500.0,0.0,3981146.44,2522512.601610055,2522512.601610055,18000000.0,1268.3712602511114,13.098258064150379,1854.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2900,18000,50,0,7.945205479452055,12500.0,0.0
3874,6011753.706620916,238150.146620916,2900000.0,6854750.0,0.0,3981146.44,2522512.601610055,2522512.601610055,18000000.0,2043.9962602511114,13.098258064150379,1854.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2900,18000,75,0,7.945205479452055,18750.0,0.0
3875,8285242.714963771,230389.15496377205,2900000.0,9136000.0,0.0,3981146.44,2513080.182746752,2513080.1827467526,18000000.0,2816.9825230876827,12.671403523007463,1854.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,2900,18000,100,0,7.945205479452055,25000.0,0.0
3876,2175116.926360141,268763.36636014096,3600000.0,2287500.0,0.0,3981146.44,2255961.3995872336,2255961.3995872336,8000000.000000001,739.539754962448,14.781985149807754,824.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,8000,25,0,9.863013698630137,6250.0,0.0
3877,4369911.087854696,177557.52785469644,3600000.0,4573500.0,0.0,3981146.44,2347167.238092678,2347167.238092678,8000000.000000001,1485.769769870597,9.765664032008305,824.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,8000,50,0,9.863013698630137,12500.0,0.0
3878,6651161.087854696,177557.52785469644,3600000.0,6854750.0,0.0,3981146.44,2347167.238092678,2347167.238092678,8000000.000000001,2261.394769870597,9.765664032008305,824.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,8000,75,0,9.863013698630137,18750.0,0.0
3879,8927336.821034621,172483.26103462072,3600000.0,9136000.0,0.0,3981146.44,2339450.8976463526,2339450.897646353,8000000.000000001,3035.294519151771,9.48657935690414,824.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,8000,100,0,9.863013698630137,25000.0,0.0
3880,2175116.926360141,268763.36636014096,3600000.0,2287500.0,0.0,3981146.44,2255961.3995872336,2255961.3995872336,12000000.000000002,739.539754962448,14.781985149807754,1236.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,12000,25,0,9.863013698630137,6250.0,0.0
3881,4369911.087854696,177557.52785469644,3600000.0,4573500.0,0.0,3981146.44,2347167.238092678,2347167.238092678,12000000.000000002,1485.769769870597,9.765664032008305,1236.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,12000,50,0,9.863013698630137,12500.0,0.0
3882,6651161.087854696,177557.52785469644,3600000.0,6854750.0,0.0,3981146.44,2347167.238092678,2347167.238092678,12000000.000000002,2261.394769870597,9.765664032008305,1236.0,1,Typical EV,Electric Vehicle,electricity,0.0,50000,GBP,250.0,250000.0,70000.0,1,Tesla Powerwall 2 - 13.5kWh,13500,0.95,9400,GBP,7000.0,5000.0,0,Typical Gas Boiler,Gas Boiler,gas,1.0,2000,GBP,0.0,1,4kWp Rooftop SolarPV,0.2,4000,6000.0,GBP,0,Standard 3-Pin Home Socket,2000,0.95,0,GBP,2,October 2022 Price Cap,False,0.4636,0.2849,0,Thames,3600,12000,75,0,9.863013698630137,18750.0,0.0
